Line,State,Line-id,line-plant,Donor,Pop,Donor_CIMMYT_ID,Donor_ID,Donor_Accession,Donor_Race,Donor_Lat,Donor_Lon,Donor_Ele,F1,BC1 (683),BC1_ALTERNATIVE,BC1S1 (650),BC1S2 (599),BC1S3 (452),BC1 S4 (414),BC1 S4 BULK1 (225),Bulk1 Weight (gr),BC1 S4 BULK2 ,Bulk2 Weight (gr),TC-T6,TC-Weight (gr)
LANDB132C,BC1S4,LANDB132,C,F64-M2,Mendez,MENDEZ,,MENDEZ,Chal,19.23678,-98.9835,2242,,RS15-654.1xB73,,UNISEM_18B_1905@,UNISEM19A_RS-187(RS19-7187)@,UNISEM19B-12711,PV21-1641,,,,,,
LANDB133A,BC1S4-bulked,LANDB133,A,F67-M1,Mendez,MENDEZ,,MENDEZ,ElChal-Chal,19.182,-98.9743,2540,,RS15-655.1xB73,,UL18A-798.1@,UNISEM_18B_1906@,UNISEM19B-12712,RS20-3422.1@,PV21-182,507,,,,
LANDB133B,BC1S4,LANDB133,B,F67-M1,Mendez,MENDEZ,,MENDEZ,ElChal-Chal,19.182,-98.9743,2540,,RS15-655.1xB73,,UL18A-798.2@,UNISEM_18B_1907@,UNISEM19A_RS-189(RS19-7189)@,PV21-1554,,,,,,
LANDB133C,BC1S4-bulked,LANDB133,C,F67-M1,Mendez,MENDEZ,,MENDEZ,ElChal-Chal,19.182,-98.9743,2540,,RS15-655.1xB73,,UL18A-798.3@,UNISEM_18B_1908@,UNISEM19A_RS-190(RS19-7190)@,PV21-1555,CLY21B7-319,174,,,,
LANDB134A,BC1S4,LANDB134,A,F69-M1,Mendez,MENDEZ,,MENDEZ,ElCon-ElChal,19.18725,-99.1183,2780,,RS15-656.1xB73,,UL18A-799@,UNISEM_18B_1909@,PV21-1515,CLY21-413@,,,,,,
LANDB134B,Lost,,,F69-M1,Mendez,MENDEZ,,MENDEZ,ElCon-ElChal,19.18725,-99.1183,2780,,RS15-656.1xB73,,UNISEM_18B_1910@,UNISEM19B-12611,RS20-3459@,,,,,,,
LANDB134C,BC1S4,LANDB134,C,F69-M1,Mendez,MENDEZ,,MENDEZ,ElCon-ElChal,19.18725,-99.1183,2780,,RS15-656.1xB73,,UNISEM_18B_1911@,UNISEM19A_RS-193(RS19-7193),UNISEM19B-12714,PV21-1642,,,,,,
LANDB135A,BC1S4-bulked,LANDB135,A,F72-M1,Mendez,MENDEZ,,MENDEZ,Chal,19.2362,-99.0251,2502,,RS15-657.1xB73,,UL18A-800.1@,UNISEM_18B_1912@,UNISEM19B-12715,RS20-3424.1@,PV21-183,394,,,,
LANDB135B,BC1S4-bulked,LANDB135,B,F72-M1,Mendez,MENDEZ,,MENDEZ,Chal,19.2362,-99.0251,2502,,RS15-657.1xB73,,UL18A-800.2@,UNISEM_18B_1913@,UNISEM19B-12716,RS20-3425.1@,PV21-184,86,,,,
LANDB135C,BC1S4-bulked,LANDB135,C,F72-M1,Mendez,MENDEZ,,MENDEZ,Chal,19.2362,-99.0251,2502,,RS15-657.1xB73,,UNISEM_18B_1914@,UNISEM19A_RS-196(RS19-7196)@,UNISEM19B-12717,RS20-3426.1@,PV21-185,153,,,,
LANDB136A,BC1S4,LANDB136,A,F77-M2,Mendez,MENDEZ,,MENDEZ,Chal-Con,19.29968,-98.9943,2289,,RS15-658.1xB73,,UL18A-801.1@,UNISEM_18B_1915@,PV21-1516,CLY21-414@,,,,,,
LANDB136B,Lost,,,F77-M2,Mendez,MENDEZ,,MENDEZ,Chal-Con,19.29968,-98.9943,2289,,RS15-658.1xB73,,UL18A-801.2@,UNISEM_18B_1916@,,,,,,,,
LANDB136C,BC1S3,LANDB136,C,F77-M2,Mendez,MENDEZ,,MENDEZ,Chal-Con,19.29968,-98.9943,2289,,RS15-658.1xB73,,UL18A-801.3@,UNISEM_18B_1917@,PV21-1556,,,,,,,
LANDB137A,BC1S4,LANDB137,A,F81-M3,Mendez,MENDEZ,,MENDEZ,Cah,19.2317,-99.2113,2930,,RS15-660.1xB73,,UL18A-802.1@,UNISEM_18B_1918@,UNISEM19A_RS-200(RS19-7200)@,PV21-1557,,,,,,
LANDB137B,BC1S4-bulked,LANDB137,B,F81-M3,Mendez,MENDEZ,,MENDEZ,Cah,19.2317,-99.2113,2930,,RS15-660.1xB73,,UL18A-802.2@,UNISEM_18B_1919@,UNISEM19B-12720,RS20-3427.1@,PV21-186,28,,,,
LANDB137C,BC1S4,LANDB137,C,F81-M3,Mendez,MENDEZ,,MENDEZ,Cah,19.2317,-99.2113,2930,,RS15-660.1xB73,,UL18A-802.3@,UNISEM_18B_1920@,PV21-1558,CLY21-438@,,,,,,
LANDB138A,BC1S4-bulked,LANDB138,A,PI 479054,,CIMMYTMA-000266,,OAXA50,ZAPCHI,16.5803,-94.6019,79,,B73xRS15-420.1,,UL18A-803.1@,UNISEM_18B_1921@,UNISEM19A_RS-203(RS19-7203)@,PV21-1559,CLY21B7-321,105,,,,
LANDB138B,BC1S4-bulked,LANDB138,B,PI 479054,,CIMMYTMA-000266,,OAXA50,ZAPCHI,16.5803,-94.6019,79,,B73xRS15-420.1,,UL18A-803.2@,UNISEM_18B_1922@,UNISEM19A_RS-204(RS19-7204)@,PV21-1560,CLY21B7-322,283,,,,
LANDB138C,BC1S4,LANDB138,C,PI 479054,,CIMMYTMA-000266,,OAXA50,ZAPCHI,16.5803,-94.6019,79,,B73xRS15-420.1,,UL18A-803.3@,UNISEM_18B_1923@,UNISEM19A_RS-205(RS19-7205)@,PV21-1561,,,,,,
LANDB139A,BC1S4-bulked,LANDB139,A,PI 444254,,CIMMYTMA-003176,,CALD353,COMUN,4.5167,-75.6333,1535,,B73xRS15-421.1,,UL18A-804.1@,UNISEM_18B_1924@,UNISEM19B-12721,RS20-3428.1@,PV21-187,50,,,,
LANDB139B,BC1S4,LANDB139,B,PI 444254,,CIMMYTMA-003176,,CALD353,COMUN,4.5167,-75.6333,1535,,B73xRS15-421.1,,UL18A-804.2@,UNISEM_18B_1925@,PV21-1562,CLY21-439@,,,,,,
LANDB139C,BC1S4,LANDB139,C,PI 444254,,CIMMYTMA-003176,,CALD353,COMUN,4.5167,-75.6333,1535,,B73xRS15-421.1,,UL18A-804.3@,UNISEM_18B_1926@,UNISEM19A_RS-208(RS19-7208)@,PV21-1563,,,,,,
LANDB140A,BC1S4,LANDB140,A,PI 444309,,CIMMYTMA-003138,,CAQU333,ANDAQU,,,500,,B73xRS15-422.1,,UL18A-805.1@,UNISEM_18B_1927@,UNISEM19A_RS-209(RS19-7209)@,PV21-1564,,,,,,
LANDB140B,BC1S4-bulked,LANDB140,B,PI 444309,,CIMMYTMA-003138,,CAQU333,ANDAQU,,,500,,B73xRS15-422.1,,UL18A-805.2@,UNISEM_18B_1928@,UNISEM19B-12722,RS20-3429.1@,PV21-188,84,CLY21-B7-233,245,,
LANDB140C,BC1S4-bulked,LANDB140,C,PI 444309,,CIMMYTMA-003138,,CAQU333,ANDAQU,,,500,,B73xRS15-422.1,,UNISEM_18B_1929@,UNISEM19A_RS-211(RS19-7211)@,UNISEM19B-12723,RS20-3430.1@,PV21-189,446,CLY21-B7-234,231,,
LANDB141A,BC1S4,LANDB141,A,PI 444923,,CIMMYTMA-003202,,MAGD355,PUYA,10,-74,27,,B73xRS15-423.1,,UL18A-806.1@,UNISEM_18B_1930@,UNISEM19A_RS-212(RS19-7212)@,PV21-1565,,,,,,
LANDB141B,BC1S4,LANDB141,B,PI 444923,,CIMMYTMA-003202,,MAGD355,PUYA,10,-74,27,,B73xRS15-423.1,,UL18A-806.2@,UNISEM_18B_1931@,UNISEM19A_RS-213(RS19-7213)@,PV21-1566,,,,,,
LANDB141C,BC1S4,LANDB141,C,PI 444923,,CIMMYTMA-003202,,MAGD355,PUYA,10,-74,27,,B73xRS15-423.1,,UL18A-806.3@,UNISEM19B-12724@,PV21-1643,CLY21-472@,,,,,,
LANDB142A,BC1S4,LANDB142,A,PI 444473,,CIMMYTMA-003190,,CORD320,COSTEN,8.3167,-75.15,30,,B73xRS15-424.1,,UL18A-807.1@,UNISEM_18B_1933@,UNISEM19A_RS-215(RS19-7215)@,PV21-1567,,,,,,
LANDB142B,BC1S4,LANDB142,B,PI 444473,,CIMMYTMA-003190,,CORD320,COSTEN,8.3167,-75.15,30,,B73xRS15-424.1,,UL18A-807.2@,UNISEM_18B_1934@,PV21-1568,CLY21-440@,,,,,,
LANDB142C,BC1S4,LANDB142,C,PI 444473,,CIMMYTMA-003190,,CORD320,COSTEN,8.3167,-75.15,30,,B73xRS15-424.1,,UL18A-807.3@,UNISEM_18B_1935@,UNISEM19A_RS-217(RS19-7217)@,PV21-1569,,,,,,
LANDB143A,BC1S4,LANDB143,A,PI 478968,,CIMMYTMA-000743,,CHIS26,TEPECI,15.4206,-92.8995,35,,B73xRS15-425.1,,UL18A-808.1@,UNISEM_18B_1936@,UNISEM19A_RS-218(RS19-7218)@,PV21-1570,,,,,,
LANDB143B,BC1S4,LANDB143,B,PI 478968,,CIMMYTMA-000743,,CHIS26,TEPECI,15.4206,-92.8995,35,,B73xRS15-425.1,,UL18A-808.2@,UNISEM_18B_1937@,PV21-1571,CLY21-441@,,,,,,
LANDB143C,BC1S4-bulked,LANDB143,C,PI 478968,,CIMMYTMA-000743,,CHIS26,TEPECI,15.4206,-92.8995,35,,B73xRS15-425.1,,a,UNISEM_18B_1938@,UNISEM19A_RS-220(RS19-7220)@,PV21-1573,CLY21B7-332,247,,,,
LANDB144,Lost,,,AN9,Andosols,CIMMYTMA-005582,,MICH320,CONICO,19.42,-101.56,2483,B73xH16-516.3,B73xRS19-3034.1,,,,,,,,,,,
LANDB145A,BC1S4,LANDB145,A,AN10,Andosols,CIMMYTMA-005616,,MICH374,MUSHIT,19.52,-101.73,2188,B73xH16-517.7,B73xRS18-3333,,RS18-12784.1@,UNISEM19A_RS-221(RS19-7221)@,PV21-1574,CLY21-442@,,,,,,
LANDB146A,BC1S4-bulked,LANDB146,A,AN11,Andosols,CIMMYTMA-005618,,MICH376,MUSHIT,19.28,-101.63,2293,B73xH16-518.9,B73xRS18-3334,,RS18-12785.1@,UNISEM19A_RS-222(RS19-7222)@,UNISEM19B-12726,RS20-3431.1@,PV21-190,312,,,,
LANDB147A,BC1S4,LANDB147,A,AN12,Andosols,CIMMYTMA-009187,,MICH411,CHALQU,19.52,-101.22,2229,B73xH16-531.11,RS19-3035.1xB73,RS19-3035.2xB73,RS19-15219.1@,UNISEM20A-RS-1@,UNISEM20B-RS-1@,PV-1798,,,,,,
LANDB147B,Lost,,,AN12,Andosols,CIMMYTMA-009187,,MICH411,CHALQU,19.52,-101.22,2229,B73xH16-531.11,RS19-3035.1xB73,RS19-3035.2xB73,RS19-15219.2@,,,,,,,,,
LANDB147C,BC1S4,LANDB147,C,AN12,Andosols,CIMMYTMA-009187,,MICH411,CHALQU,19.52,-101.22,2229,B73xH16-531.11,RS19-3035.1xB73,RS19-3035.2xB73,RS19-15219.3@,UNISEM20A-RS-3@,UNISEM20B-RS-2@,PV-1799,,,,,,
LANDB148A,BC1S4-bulked,LANDB148,A,AN13,Andosols,CIMMYTMA-001456,,MICH195,CHALQU,19.67,-101.92,2430,B73xH16-519.7,B73xRS18-3336,,RS18-12786.1@,,UNISEM19B-12727,RS20-3432.1@,PV21-191,338,CLY21-B7-236,220,,
LANDB148B,BC1S4-bulked,LANDB148,B,AN13,Andosols,CIMMYTMA-001456,,MICH195,CHALQU,19.67,-101.92,2430,B73xH16-519.7,B73xRS18-3336,,RS18-12786.2@,UNISEM19A_RS-224(RS19-7224)@,UNISEM19B-12728,RS20-3433.1@,PV21-192,769,,,,
LANDB148C,BC1S4-bulked,LANDB148,C,AN13,Andosols,CIMMYTMA-001456,,MICH195,CHALQU,19.67,-101.92,2430,B73xH16-519.7,B73xRS18-3336,,RS18-12786.3@,UNISEM19A_RS-225(RS19-7225)@,UNISEM19B-12729,RS20-3434.1@,PV21-193,666,CLY21-B7-240,200,,
LANDB149,Lost,,,AN14,Andosols,CIMMYTMA-002098,,MICH414,MUSHIT,19.73,-102.08,2129,B73xH16-520.11,B73xRS19-3036.1,,,,,,,,,,,
LANDB150A,BC1S4,LANDB150,A,AN15,Andosols,CIMMYTMA-005331,,MICH84,TUXPEN,19.63,-102.5,1298,B73xH16-508.6,RS19-3037.1xB73,,RS19-15220.1@,UNISEM20A-RS-4@,UNISEM20B-RS-3@,PV-1800,,,,,,
LANDB150B,BC1S3,LANDB150,B,AN15,Andosols,CIMMYTMA-005331,,MICH84,TUXPEN,19.63,-102.5,1298,B73xH16-508.6,RS19-3037.1xB73,,RS19-15220.2@,UNISEM20A-RS-5@,UNISEM20B-RS-4@,PV-1801,,,,,,
LANDB150C,Lost,,,AN15,Andosols,CIMMYTMA-005331,,MICH84,TUXPEN,19.63,-102.5,1298,B73xH16-508.6,RS19-3037.1xB73,,RS19-15220.3@,,,,,,,,,
LANDB151A,Lost,,,AN16,Andosols,CIMMYTMA-005589,,MICH329,CONICO,19.68,-101.97,2292,B73xH16-521.12,RS19-3038.1xB73,RS19-3038.2xB73,RS19-15221.1@,,,,,,,,,
LANDB151B,Lost,,,AN16,Andosols,CIMMYTMA-005589,,MICH329,CONICO,19.68,-101.97,2292,B73xH16-521.12,RS19-3038.1xB73,RS19-3038.2xB73,RS19-15221.2@,,,,,,,,,
LANDB151C,Lost,,,AN16,Andosols,CIMMYTMA-005589,,MICH329,CONICO,19.68,-101.97,2292,B73xH16-521.12,RS19-3038.1xB73,RS19-3038.2xB73,RS19-15221.3@,,,,,,,,,
LANDB152A,BC1S4-bulked,LANDB152,A,AN17,Andosols,CIMMYTMA-005599,,MICH348,MUSHIT,19.57,-102.27,2416,B73xH16-522.12,B73xRS18-3340,,RS18-12787.2@,UNISEM19A_RS-226(RS19-7226)@,UNISEM19B-12730,RS20-3435.1@,PV21-194,377,,,,
LANDB152B,BC1S4-bulked,LANDB152,B,AN17,Andosols,CIMMYTMA-005599,,MICH348,MUSHIT,19.57,-102.27,2416,B73xH16-522.12,B73xRS18-3340,,RS18-12787.3@,UNISEM19A_RS-227(RS19-7227)@,UNISEM19B-12731,RS20-3436.1@,PV21-195,590,,,,
LANDB153A,Lost,,,AN19,Andosols,CIMMYTMA-013353,,MICH230,VANDEN,19.47,-102.06,1902,B73xH16-523.10,RS19-3039.1xB73,RS19-3039.2xB73,RS19-15222.1@,,,,,,,,,
LANDB153B,Lost,,,AN19,Andosols,CIMMYTMA-013353,,MICH230,VANDEN,19.47,-102.06,1902,B73xH16-523.10,RS19-3039.1xB73,RS19-3039.2xB73,RS19-15222.2@,,,,,,,,,
LANDB153C,Lost,,,AN19,Andosols,CIMMYTMA-013353,,MICH230,VANDEN,19.47,-102.06,1902,B73xH16-523.10,RS19-3039.1xB73,RS19-3039.2xB73,RS19-15222.3@,,,,,,,,,
LANDB154A,Lost,,,AN20,Andosols,CIMMYTMA-001467,,MICH52,CONICO,19.65,-100.59,2180,B73xH16-524.8,B73xRS18-3342,,,,,,,,,,,
LANDB154B,BC1S4-bulked,LANDB154,B,AN20,Andosols,CIMMYTMA-001467,,MICH52,CONICO,19.65,-100.59,2180,B73xH16-524.8,B73xRS18-3342,,UNISEM_18B_1557@,UNISEM19A_RS-228(RS19-7228)@,UNISEM19B-12732,RS20-3437.1@,PV21-196,369,,,,
LANDB154C,BC1S4-bulked,LANDB154,C,AN20,Andosols,CIMMYTMA-001467,,MICH52,CONICO,19.65,-100.59,2180,B73xH16-524.8,B73xRS18-3342,,UNISEM_18B_1740@,UNISEM19A_RS-229(RS19-7229)@,UNISEM19B-12733,RS20-3438.1@,PV21-197,290,,,,
LANDB155A,Lost,,,AN21,Andosols,CIMMYTMA-001380,,MEXI84,CONICO,19.45,-100.18,2939,B73xH16-525.9,B73xRS3040.1,,,,,,,,,,,
LANDB156A,Lost,,,AN22,Andosols,CIMMYTMA-001395,,MEXI66,CHALQU,19.41,-100.12,2568,B73xH16-526.5,RS19-3041.1xB73,RS19-3041.2xB73,RS19-15225.1@,,,,,,,,,
LANDB156B,Lost,,,AN22,Andosols,CIMMYTMA-001395,,MEXI66,CHALQU,19.41,-100.12,2568,B73xH16-526.5,RS19-3041.1xB73,RS19-3041.2xB73,RS19-15225.2@,,,,,,,,,
LANDB156C,Lost,,,AN22,Andosols,CIMMYTMA-001395,,MEXI66,CHALQU,19.41,-100.12,2568,B73xH16-526.5,RS19-3041.1xB73,RS19-3041.2xB73,RS19-15225.3@,,,,,,,,,
LANDB157A,Lost,,,AN23,Andosols,CIMMYTMA-016600,,MEXI250,CHALQU,19.62,-98.91,2259,B73xH16-527.14,RS19-3042.1xB73,RS19-3042.2xB73,RS19-15226.1@,,,,,,,,,
LANDB158A,Lost,,,AN24,Andosols,CIMMYTMA-016007,,MEXI103,CONICO,19.35,-99.8,2636,B73xH16-528.18,B73xRS18-3346,,RS18-12789.1@,UNISEM19B-12612,RS20-3460@,,,,,,,
LANDB158B,BC1S4-bulked,LANDB158,B,AN24,Andosols,CIMMYTMA-016007,,MEXI103,CONICO,19.35,-99.8,2636,B73xH16-528.18,B73xRS18-3346,,RS18-12789.2@,UNISEM19A_RS-231(RS19-7231),UNISEM19B-12734,RS20-3439.1@,PV21-198,347,,,,
LANDB158C,Lost,,,AN24,Andosols,CIMMYTMA-016007,,MEXI103,CONICO,19.35,-99.8,2636,B73xH16-528.18,B73xRS18-3346,,RS18-12789.4@,UNISEM19B-12613,RS20-3461@,,,,,,,
LANDB159A,Lost,,,AN25,Andosols,CIMMYTMA-019359,,MEXI386,CONICO,19.03,-100.03,1956,B73xH16-529.5,RS19-3043.1xB73,RS19-3043.2xB73,RS19-15227.1@,,,,,,,,,
LANDB159B,BC1S4-bulked,LANDB159,B,AN25,Andosols,CIMMYTMA-019359,,MEXI386,CONICO,19.03,-100.03,1956,B73xH16-529.5,RS19-3043.1xB73,RS19-3043.2xB73,RS19-15227.2@,UNISEM20A-RS-18@,UNISEM20B-RS-5@,PV-1802,CLY21B7-382,146,,,,
LANDB159C,Lost,,,AN25,Andosols,CIMMYTMA-019359,,MEXI386,CONICO,19.03,-100.03,1956,B73xH16-529.5,RS19-3043.1xB73,RS19-3043.2xB73,RS19-15227.3@,,,,,,,,,
LANDB160A,BC1S4,LANDB160,A,AN26,Andosols,CIMMYTMA-001374,,MEXI210,PALOME,18.97,-99.4,2445,B73xH16-530.15,RS19-3044.1xB73,RS19-3044.2xB73,RS19_15228.1@,UNISEM20B-RS-20@,UNISEM20B-RS-6@,PV-1803,,,,,,
LANDB160B,BC1S4,LANDB160,B,AN26,Andosols,CIMMYTMA-001374,,MEXI210,PALOME,18.97,-99.4,2445,B73xH16-530.15,RS19-3044.1xB73,RS19-3044.2xB73,RS19_15228.2@,UNISEM20B-RS-21@,UNISEM20B-RS-7@,PV-1804,,,,,,
LANDB160C,BC1S4,LANDB160,C,AN26,Andosols,CIMMYTMA-001374,,MEXI210,PALOME,18.97,-99.4,2445,B73xH16-530.15,RS19-3044.1xB73,RS19-3044.2xB73,RS19_15228.3@,UNISEM20B-RS-22@,UNISEM20B-RS-8@,PV-1805,,,,,,
LANDB161A,Lost,,,AN28,Andosols,CIMMYTMA-001531,,VERA35,PALOME,19.54,-97.25,2451,B73xH16-532.2,B73xRS18-3349,,RS18-12790.1@,UNISEM19B-12614,RS20-3462@,,,,,,,
LANDB161B,BC1S4-bulked,LANDB161,B,AN28,Andosols,CIMMYTMA-001531,,VERA35,PALOME,19.54,-97.25,2451,B73xH16-532.2,B73xRS18-3349,,RS18-12790.2@,UNISEM19A_RS-234(RS19-7234)@,UNISEM19B-12735,RS20-3440.1@,PV21-199,403,,,,
LANDB161C,Lost,,,AN28,Andosols,CIMMYTMA-001531,,VERA35,PALOME,19.54,-97.25,2451,B73xH16-532.2,B73xRS18-3349,,RS18-12790.3@,UNISEM19B-12615,RS20-3463@,,,,,,,
LANDB162,Lost,,,AN29,Andosols,CIMMYTMA-002336,,VERA89,CONICO,19.62,-97.08,2634,B73xH16-533.1,B73xRS18-3350,,,,,,,,,,,
LANDB163A,Lost,,,AN30,Andosols,CIMMYTMA-005626,,VERA306,ARROAM,19.51,-97.2,3017,B73xH16-534.12,B73xRS18-3351,,RS18-12791.1@,UNISEM19B-12616,RS20-3464@,,,,,,,
LANDB163B,BC1S4,LANDB163,B,AN30,Andosols,CIMMYTMA-005626,,VERA306,ARROAM,19.51,-97.2,3017,B73xH16-534.12,B73xRS18-3351,,RS18-12791.4@,UNISEM19A_RS-237(RS19-7237)@,PV21-1576,CLY21-444@,,,,,,
LANDB163C,BC1S4-bulked,LANDB163,C,AN30,Andosols,CIMMYTMA-005626,,VERA306,ARROAM,19.51,-97.2,3017,B73xH16-534.12,B73xRS18-3351,,RS18-12791.5@,UNISEM19A_RS-238(RS19-7238),UNISEM19B-12737,RS20-3441.1@,PV21-200,7.5,,,,
LANDB164A,BC1S4,LANDB164,A,AN31,Andosols,CIMMYTMA-005638,,VERA321,ARROAM,19.62,-97.17,2552,B73xH16-535.3,RS19-3045.1xB73,RS19-3045.2xB73,RS19-15230.1@,UNISEM20A-RS-23@,UNISEM20B-RS-9@,PV-1806,,,,,,
LANDB164B,Lost,,,AN31,Andosols,CIMMYTMA-005638,,VERA321,ARROAM,19.62,-97.17,2552,B73xH16-535.3,RS19-3045.1xB73,RS19-3045.2xB73,RS19-15230.2@,,,,,,,,,
LANDB165A,BC1S4-bulked,LANDB165,A,AN33,Andosols,CIMMYTMA-016446,,PUEB542,PALOME,19.28,-97.33,2514,B73xH16-537.5,B73xRS18-3353,,RS18-12792.1@,UNISEM19A_RS-239(RS19-7239),UNISEM19B-12738,RS20-3442.1@,PV21-201,35,,,,
LANDB165B,BC1S4-bulked,LANDB165,B,AN33,Andosols,CIMMYTMA-016446,,PUEB542,PALOME,19.28,-97.33,2514,B73xH16-537.5,B73xRS18-3353,,RS18-12792.4@,UNISEM19A_RS-240(RS19-7240)@,UNISEM19B-12739,RS20-3443.1@,PV21-202,286,,,,
LANDB165C,Lost,,,AN33,Andosols,CIMMYTMA-016446,,PUEB542,PALOME,19.28,-97.33,2514,B73xH16-537.5,B73xRS18-3353,,RS18-12792.5@,UNISEM19B-12617,RS20-3465@,,,,,,,
LANDB166A,BC1S4-bulked,LANDB166,A,AN34,Andosols,CIMMYTMA-002500,,GUAT303,SALVAD,14.86,-92.08,233,B73xH16-510.4,RS19-3046.1xB73,RS19-3046.2xB73,RS19-15231.1@,UNISEM20B-RS-25@,UNISEM20B-RS-10@,PV-1807,CLY21B7-387,271,,,,
LANDB166B,BC1S4-bulked,LANDB166,B,AN34,Andosols,CIMMYTMA-002500,,GUAT303,SALVAD,14.86,-92.08,233,B73xH16-510.4,RS19-3046.1xB73,RS19-3046.2xB73,RS19-15232.1@,UNISEM20B-RS-26@,UNISEM20B-RS-11@,PV-1808,CLY21B7-388,184,,,,
LANDB166C,BC1S4,LANDB166,C,AN34,Andosols,CIMMYTMA-002500,,GUAT303,SALVAD,14.86,-92.08,233,B73xH16-510.4,RS19-3046.1xB73,RS19-3046.2xB73,RS19-15233.1@,UNISEM20B-RS-27@,UNISEM20B-RS-12@,PV-1809,,,,,,
LANDB167,Lost,,,AN36,Andosols,CIMMYTMA-018840,,CHIS318,TUXPEN,14.93,-92.16,301,B73xH16-512.9,RS19-3047.1xB73,RS19-3047.2xB73,,,,,,,,,,
LANDB168,Lost,,,AN37,Andosols,CIMMYTMA-020727,,CHIS117,,15.02,-92.19,583,B73xH16-513.3,,,,,,,,,,,,
LANDB169,Lost,,,AN39,Andosols,CIMMYTMA-018421,,CHIS286,,16.91,-92.63,1561,B73xH16-514.9,RS19-3049.1xB73,RS19-3049.2xB73,,,,,,,,,,
LANDB170,Lost,,,AN40,Andosols,CIMMYTMA-030005,,CHIS1055,,,,,B73xH16-538.2,RS19-3050.1xB73,RS19-3050.2xB73,,,,,,,,,,
LANDB171A,BC1S4,LANDB171,A,,,,,APUC56,,,,,,B73xRS15-1225.1,,UL18A-809.1@,UNISEM_18B_1939@,UNISEM19B-12740,PV21-1644,,,,,,
LANDB171B,BC1S4,LANDB171,B,,,,,APUC56,,,,,,B73xRS15-1225.1,,UL18A-809.2@,UNISEM_18B_1940@,UNISEM19B-12741,PV21-1645,,,,,,
LANDB172A,BC1S4,LANDB172,A,,,,,Racimo de Uva 14FG 1230-1,,,,,,B73xRS15-1170.1,,UL18A-810.1@,UNISEM_18B_1941@,UNISEM19B-12742,RS20-3446.1@,PV21-203,311,,,,
LANDB172B,BC1S4,LANDB172,B,,,,,Racimo de Uva 14FG 1230-1,,,,,,B73xRS15-1170.1,,UL18A-810.2@,UNISEM_18B_1942@,UNISEM19B-12743,RS20-3447.1@,PV21-204,205,,,,
LANDB173A,BC1S4,LANDB173,A,,,,,PERU1101,,,,,,B73xRS15-103.1,,UL18A-496@,UNISEM_18B_1943@,PV21-1577,CLY21-445@,,,,,,
LANDB174A,BC1S4,LANDB174,A,,,,,JUN82,,,,,,B73xRS15-1223.1,,UL18A-497@,UNISEM_18B_1944@,PV21-1518,CLY21-415@,,,,,,
LANDB175A,BC1S4,LANDB175,A,,,,,PERU378,,,,,,B73xRS15-1221.1,,UL18A-680@,UNISEM_18B_1945@,UNISEM19B-12745,RS20-3448.1@,PV21-205,509,,,,
LANDB176,Lost,,,,,,,MEXI7,,,,,B73xRS14-2414.1,RS15-1227.1xB73,,,,,,,,,,,
LANDB177,Lost,,,,,,,MEXI58,,,,,B73xRS14-2416.1,RS15-1228.1xB73,,,,,,,,,,,
LANDB178,Lost,,,,,,,GUAN34,,,,,B73xRS14-2417.1,RS15-1229.1xB73,,,,,,,,,,,
LANDB179,Lost,,,,,,,GUER224,,,,,RS12-194.1xB73,RS15-1230.1xB73,,,,,,,,,,,
LANDB180,Lost,,,,,,,MICH26,,,,,RS12-193.2xB73,RS15-1231.1xB73,,,,,,,,,,,
LANDB195A,Lost,,,,,,,PUEB91,,,,,RS12-68.1 x 237,B73xRS18-3386,,RS18-12793.1@,UNISEM19B-12618,RS20-3466@,,,,,,,
LANDB195B,BC1S4,LANDB195,B,,,,,PUEB91,,,,,RS12-68.1 x 237,B73xRS18-3386,,RS18-12793.4@,UNISEM19A_RS-250(RS19-7250)@,UNISEM19B-12746,RS20-3449.1@,PV21-206,356,,,,
LANDB195C,BC1S4,LANDB195,C,,,,,PUEB91,,,,,RS12-68.1 x 237,B73xRS18-3386,,RS18-12793.5@,UNISEM19A_RS-251(RS19-7251)@,PV21-1578,CLY21-446@,,,,,,
LANDB196A,BC1S4,LANDB196,A,,,,,GUAN28,,,,,RS12-68.2 x 238,B73xRS18-3387,,RS18-12794.1@,UNISEM19A_RS-252(RS19-7252)@,PV21-1579,CLY21-447@,,,,,,
LANDB197A,BC1S4,LANDB197,A,,,,,YUCA7,,,,,RS12-68.3 x 239,B73xRS18-3388,,RS18-12795.1@,UNISEM19A_RS-253(RS19-7253)@,PV21-1580,CLY21-448@,,,,,,
LANDB197B,BC1S4,LANDB197,B,,,,,YUCA7,,,,,RS12-68.3 x 239,B73xRS18-3388,,RS18-12795.2@,UNISEM19A_RS-254(RS19-7254)@,UNISEM19B-12750,RS20-3450.1@,PV21-207,318,CLY21-D5-706,310,,
LANDB198A,BC1S3,LANDB198,A,,,,,GUAN34,,,,,RS12-68.6 x 250,B73xRS18-3389,,RS18-12796.1@,UNISEM19A_RS-255(RS19-7255)@,PV21-1581,,,,,,,
LANDB198B,BC1S4,LANDB198,B,,,,,GUAN34,,,,,RS12-68.6 x 250,B73xRS18-3389,,RS18-12796.4@,UNISEM19A_RS-256(RS19-7256)@,UNISEM19B-12752,RS20-3451.1@,PV21-208,149,,,,
